TC_ID;KATEGORIA;PODKATEGORIA;PRIORYTET;OPIS;REQUEST_streetName;REQUEST_buildingNumber;REQUEST_city;REQUEST_postalCode;EXPECTED_VerificationStatus;EXPECTED_streetName;EXPECTED_buildingNumber;EXPECTED_city;EXPECTED_postalCode;EXPECTED_province;EXPECTED_district;EXPECTED_commune;EXPECTED_streetProbability;EXPECTED_cityProbability;EXPECTED_postalCodeProbability;EXPECTED_combinedProbability;EXPECTED_postOfficeLocation;EXPECTED_isMultiFamily;UWAGI;RYZYKO_BLEDU
TC-394;Błędna kombinacja;Cecha;Low;"Wpisano ""ul. Stefana Batorego"", ale kod pasuje do ""rondo Stefana Batorego""";ul. Stefana Batorego;;Zielona Góra;65-000;InVerification;Stefana Batorego;;Zielona Góra;65-000;LUBUSKIE;Zielona Góra;Zielona Góra;<0.5;>0.9;<0.3;<0.5;;false;"Wpisano ""ul."" ale kod pasuje do ""rondo"" - może przypisać do ronda";RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-395;Błędna kombinacja;Cecha;Low;"Wpisano ""ul. Sienkiewicza"", ale kod pasuje do ""park Sienkiewicza""";ul. Sienkiewicza;;Włocławek;87-800;InVerification;Sienkiewicza;Henryka;Włocławek;87-800;KUJAWSKO-POMORSKIE;Włocławek;Włocławek;<0.5;>0.9;<0.3;<0.5;;false;"Wpisano ""ul."" ale kod pasuje do ""park"" - może przypisać do parku";RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-396;Błędna kombinacja;Cecha;Low;"Wpisano ""ul. Jana Pawła II"", ale kod pasuje do ""rondo Jana Pawła II""";ul. Jana Pawła II;;Nowy Targ;34-400;InVerification;Jana Pawła II;;Nowy Targ;34-400;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.5;>0.9;<0.3;<0.5;;false;"Wpisano ""ul."" ale kod pasuje do ""rondo"" - może przypisać do ronda";RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-397;Błędna kombinacja;Cecha;Low;"Wpisano ""ul. Krasińskiego"", ale kod pasuje do ""pl. Krasińskiego""";ul. Krasińskiego;;Nowy Targ;34-400;InVerification;Krasińskiego;Zygmunta;Nowy Targ;34-400;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.5;>0.9;<0.3;<0.5;;false;"Wpisano ""ul."" ale kod pasuje do ""pl."" - może przypisać do placu";RYZYKO: Może przypisać do pl. zamiast ul. jeśli kod pasuje do placu
TC-398;Błędna kombinacja;Cecha;Low;"Wpisano ""ul. Kościuszki"", ale kod pasuje do ""park Kościuszki""";ul. Kościuszki;;Pruszków;05-800;InVerification;Kościuszki;Tadeusza;Pruszków;05-800;MAZOWIECKIE;pruszkowski;Pruszków;<0.5;>0.9;<0.3;<0.5;;false;"Wpisano ""ul."" ale kod pasuje do ""park"" - może przypisać do parku";RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-399;Błędna kombinacja;Cecha;Low;"Wpisano ""ul. Broniewskiego"", ale kod pasuje do ""os. Broniewskiego""";ul. Broniewskiego;;Łowicz;99-400;InVerification;Broniewskiego;Władysława;Łowicz;99-400;ŁÓDZKIE;łowicki;Łowicz;<0.5;>0.9;<0.3;<0.5;;false;"Wpisano ""ul."" ale kod pasuje do ""os."" - może przypisać do osiedla";RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-400;Błędna kombinacja;Cecha;Low;"Wpisano ""ul. Konopnickiej"", ale kod pasuje do ""os. Konopnickiej""";ul. Konopnickiej;;Łowicz;99-400;InVerification;Konopnickiej;Marii;Łowicz;99-400;ŁÓDZKIE;łowicki;Łowicz;<0.5;>0.9;<0.3;<0.5;;false;"Wpisano ""ul."" ale kod pasuje do ""os."" - może przypisać do osiedla";RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-301;Błędna kombinacja;Kod pocztowy;High;Chełm - wpisano ul. Żwirki i Wigury, ale kod pocztowy z pl. Żwirki i Wigury;Żwirki i Wigury;;Chełm;20-001;InVerification;Żwirki i Wigury;;Chełm;20-001;LUBELSKIE;Chełm;Chełm;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Chełm: ul. vs pl. Żwirki i Wigury mają różne SYM_UL (różne kody);RYZYKO: Może przypisać do pl. zamiast ul. jeśli kod pasuje do placu
TC-302;Błędna kombinacja;Kod pocztowy;High;Lublin - wpisano ul. Dmowskiego, ale kod pocztowy z rondo Dmowskiego;Dmowskiego;;Lublin;20-001;InVerification;Dmowskiego;;Lublin;20-001;LUBELSKIE;Lublin;Lublin;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Lublin: ul. vs rondo Dmowskiego mają różne SYM_UL;RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-303;Błędna kombinacja;Kod pocztowy;High;Gorzów Wielkopolski - wpisano ul. Grobla, ale kod pocztowy z rondo Grobla;Grobla;;Gorzów Wielkopolski;66-400;InVerification;Grobla;;Gorzów Wielkopolski;66-400;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Gorzów: ul. vs rondo Grobla mają różne SYM_UL;RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-304;Błędna kombinacja;Kod pocztowy;High;Inowrocław - wpisano ul. Kasprowicza, ale kod pocztowy z pl. Kasprowicza;Kasprowicza;;Inowrocław;88-100;InVerification;Kasprowicza;Jana;Inowrocław;88-100;KUJAWSKO-POMORSKIE;inowrocławski;Inowrocław;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Inowrocław: ul. vs pl. Kasprowicza mają różne SYM_UL;RYZYKO: Może przypisać do pl. zamiast ul. jeśli kod pasuje do placu
TC-305;Błędna kombinacja;Kod pocztowy;High;Tomaszów Mazowiecki - wpisano ul. Górna, ale kod pocztowy z os. Górna;Górna;;Tomaszów Mazowiecki;97-200;InVerification;Górna;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Tomaszów Mazowiecki: ul. vs os. Górna mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-306;Błędna kombinacja;Kod pocztowy;High;Tomaszów Mazowiecki - wpisano ul. Strzelecka, ale kod pocztowy z os. Strzelecka;Strzelecka;;Tomaszów Mazowiecki;97-200;InVerification;Strzelecka;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Tomaszów Mazowiecki: ul. vs os. Strzelecka mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-307;Błędna kombinacja;Kod pocztowy;High;Gorzów Wielkopolski - wpisano ul. Piłsudskiego, ale kod pocztowy z rondo Piłsudskiego;Piłsudskiego;;Gorzów Wielkopolski;66-400;InVerification;Piłsudskiego;marsz. Józefa;Gorzów Wielkopolski;66-400;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Gorzów: ul. vs rondo Piłsudskiego mają różne SYM_UL;RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-308;Błędna kombinacja;Kod pocztowy;High;Gorzów Wielkopolski - wpisano ul. Wyszyńskiego, ale kod pocztowy z rondo Wyszyńskiego;Wyszyńskiego;;Gorzów Wielkopolski;66-400;InVerification;Wyszyńskiego;kard. Stefana;Gorzów Wielkopolski;66-400;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Gorzów: ul. vs rondo Wyszyńskiego mają różne SYM_UL;RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-309;Błędna kombinacja;Kod pocztowy;High;Łódź - wpisano ul. Broniewskiego, ale kod pocztowy z rondo Broniewskiego;Broniewskiego;;Łódź;90-000;InVerification;Broniewskiego;Władysława;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Łódź: ul. vs rondo Broniewskiego mają różne SYM_UL;RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-310;Błędna kombinacja;Kod pocztowy;High;Wrocław - wpisano ul. Kościuszki, ale kod pocztowy z pl. Kościuszki;Kościuszki;;Wrocław;50-000;InVerification;Kościuszki;Tadeusza;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.4;<0.9;<0.3;<0.4;;false;Dane z powtorzenia - Wrocław: ul. vs pl. Kościuszki mają różne SYM_UL i delegatury;RYZYKO: Może przypisać do pl. zamiast ul. i/lub złej delegatury jeśli kod pasuje do placu
TC-311;Błędna kombinacja;Kod pocztowy;High;Wrocław - wpisano ul. Piłsudskiego, ale kod pocztowy z pl. Piłsudskiego;Piłsudskiego;;Wrocław;50-000;InVerification;Piłsudskiego;marsz. Józefa;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.4;<0.9;<0.3;<0.4;;false;Dane z powtorzenia - Wrocław: ul. vs pl. Piłsudskiego mają różne SYM_UL i delegatury;RYZYKO: Może przypisać do pl. zamiast ul. i/lub złej delegatury jeśli kod pasuje do placu
TC-312;Błędna kombinacja;Kod pocztowy;High;Łódź - wpisano ul. Jana Pawła II, ale kod pocztowy z pl. Jana Pawła II;Jana Pawła II;;Łódź;90-000;InVerification;Jana Pawła II;;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.4;<0.9;<0.3;<0.4;;false;Dane z powtorzenia - Łódź: al. vs pl. Jana Pawła II mają różne SYM_UL i delegatury;RYZYKO: Może przypisać do pl. zamiast al. i/lub złej delegatury jeśli kod pasuje do placu
TC-313;Błędna kombinacja;Kod pocztowy;High;Poznań - wpisano ul. Mickiewicza, ale kod pocztowy z pl. Mickiewicza;Mickiewicza;;Poznań;60-000;InVerification;Mickiewicza;Adama;Poznań;60-000;WIELKOPOLSKIE;Poznań;Poznań;<0.4;<0.9;<0.3;<0.4;;false;Dane z powtorzenia - Poznań: ul. vs pl. Mickiewicza mają różne SYM_UL i delegatury;RYZYKO: Może przypisać do pl. zamiast ul. i/lub złej delegatury jeśli kod pasuje do placu
TC-314;Błędna kombinacja;Kod pocztowy;High;Wrocław - wpisano ul. Słowackiego, ale kod pocztowy z wyb. Słowackiego;Słowackiego;;Wrocław;50-000;InVerification;Słowackiego;Juliusza;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.4;<0.9;<0.3;<0.4;;false;Dane z powtorzenia - Wrocław: wyb. vs al. Słowackiego mają różne SYM_UL i delegatury;RYZYKO: Może przypisać do wyb. zamiast al. i/lub złej delegatury jeśli kod pasuje do wybrzeża
TC-315;Błędna kombinacja;Kod pocztowy;High;Wrocław - wpisano ul. Rędzińska, ale kod pocztowy z wyspa Rędzińska;Rędzińska;;Wrocław;50-000;InVerification;Rędzińska;;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Wrocław: ul. vs wyspa Rędzińska mają różne SYM_UL i delegatury;RYZYKO: Może przypisać do wyspa zamiast ul. i/lub złej delegatury jeśli kod pasuje do wyspy
TC-316;Błędna kombinacja;Kod pocztowy;Medium;Wrocław - wpisano ul. Opatowicka, ale kod pocztowy z wyspa Opatowicka;Opatowicka;;Wrocław;50-000;InVerification;Opatowicka;;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Wrocław: ul. vs wyspa Opatowicka mają różne SYM_UL;RYZYKO: Może przypisać do wyspa zamiast ul. jeśli kod pasuje do wyspy
TC-317;Błędna kombinacja;Kod pocztowy;Medium;Wrocław - wpisano ul. Korfantego, ale kod pocztowy z skwer Korfantego;Korfantego;;Wrocław;50-000;InVerification;Korfantego;Wojciecha;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Wrocław: ul. vs skwer Korfantego mają różne SYM_UL;RYZYKO: Może przypisać do skwer zamiast ul. jeśli kod pasuje do skweru
TC-318;Błędna kombinacja;Kod pocztowy;Medium;Wrocław - wpisano ul. Bema, ale kod pocztowy z pl. Bema;Bema;;Wrocław;50-000;InVerification;Bema;gen. Józefa;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Wrocław: ul. vs pl. Bema mają różne SYM_UL;RYZYKO: Może przypisać do pl. zamiast ul. jeśli kod pasuje do placu
TC-319;Błędna kombinacja;Kod pocztowy;Medium;Wrocław - wpisano ul. Mikołaja, ale kod pocztowy z pl. Mikołaja;Mikołaja;;Wrocław;50-000;InVerification;Mikołaja;św.;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Wrocław: ul. vs pl. Mikołaja mają różne SYM_UL;RYZYKO: Może przypisać do pl. zamiast ul. jeśli kod pasuje do placu
TC-320;Błędna kombinacja;Kod pocztowy;Medium;Wrocław - wpisano ul. Powstańców Śląskich, ale kod pocztowy z pl. Powstańców Śląskich;Powstańców Śląskich;;Wrocław;50-000;InVerification;Powstańców Śląskich;;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Wrocław: ul. vs pl. Powstańców Śląskich mają różne SYM_UL;RYZYKO: Może przypisać do pl. zamiast ul. jeśli kod pasuje do placu
TC-321;Błędna kombinacja;Kod pocztowy;Medium;Wrocław - wpisano ul. Schneidera, ale kod pocztowy z skwer Schneidera;Schneidera;;Wrocław;50-000;InVerification;Schneidera;ks. Jana;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Wrocław: ul. vs skwer Schneidera mają różne SYM_UL;RYZYKO: Może przypisać do skwer zamiast ul. jeśli kod pasuje do skweru
TC-322;Błędna kombinacja;Kod pocztowy;Medium;Wrocław - wpisano ul. Kajdasza, ale kod pocztowy z skwer Kajdasza;Kajdasza;;Wrocław;50-000;InVerification;Kajdasza;Edmunda;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Wrocław: ul. vs skwer Kajdasza mają różne SYM_UL;RYZYKO: Może przypisać do skwer zamiast ul. jeśli kod pasuje do skweru
TC-323;Błędna kombinacja;Kod pocztowy;Medium;Wrocław - wpisano ul. Rysia, ale kod pocztowy z skwer Rysia;Rysia;;Wrocław;50-000;InVerification;Rysia;Zbigniewa;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Wrocław: ul. vs skwer Rysia mają różne SYM_UL i delegatury;RYZYKO: Może przypisać do skwer zamiast ul. i/lub złej delegatury jeśli kod pasuje do skweru
TC-324;Błędna kombinacja;Kod pocztowy;Medium;Łódź - wpisano ul. Matejki, ale kod pocztowy z park Matejki;Matejki;;Łódź;90-000;InVerification;Matejki;Jana;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Łódź: ul. vs park Matejki mają różne SYM_UL;RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-325;Błędna kombinacja;Kod pocztowy;Medium;Łódź - wpisano ul. Moniuszki, ale kod pocztowy z park Moniuszki;Moniuszki;;Łódź;90-000;InVerification;Moniuszki;Stanisława;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Łódź: ul. vs park Moniuszki mają różne SYM_UL;RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-326;Błędna kombinacja;Kod pocztowy;Medium;Łódź - wpisano ul. Sienkiewicza, ale kod pocztowy z park Sienkiewicza;Sienkiewicza;;Łódź;90-000;InVerification;Sienkiewicza;Henryka;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Łódź: ul. vs park Sienkiewicza mają różne SYM_UL;RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-327;Błędna kombinacja;Kod pocztowy;Medium;Łódź - wpisano ul. Nad Jasieniem, ale kod pocztowy z park Nad Jasieniem;Nad Jasieniem;;Łódź;90-000;InVerification;Nad Jasieniem;;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Łódź: ul. vs park Nad Jasieniem mają różne SYM_UL i delegatury;RYZYKO: Może przypisać do park zamiast ul. i/lub złej delegatury jeśli kod pasuje do parku
TC-328;Błędna kombinacja;Kod pocztowy;Medium;Zielona Góra - wpisano ul. Sowińskiego, ale kod pocztowy z park Sowińskiego;Sowińskiego;;Zielona Góra;65-000;InVerification;Sowińskiego;Generała Józefa;Zielona Góra;65-000;LUBUSKIE;Zielona Góra;Zielona Góra;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Zielona Góra: ul. vs park Sowińskiego mają różne SYM_UL;RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-329;Błędna kombinacja;Kod pocztowy;Medium;Zielona Góra - wpisano ul. Stefana Batorego, ale kod pocztowy z rondo Stefana Batorego;Stefana Batorego;;Zielona Góra;65-000;InVerification;Stefana Batorego;;Zielona Góra;65-000;LUBUSKIE;Zielona Góra;Zielona Góra;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Zielona Góra: ul. vs rondo Stefana Batorego mają różne SYM_UL;RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-330;Błędna kombinacja;Kod pocztowy;Medium;Włocławek - wpisano ul. Sienkiewicza, ale kod pocztowy z park Sienkiewicza;Sienkiewicza;;Włocławek;87-800;InVerification;Sienkiewicza;Henryka;Włocławek;87-800;KUJAWSKO-POMORSKIE;Włocławek;Włocławek;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Włocławek: ul. vs park Sienkiewicza mają różne SYM_UL;RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-331;Błędna kombinacja;Kod pocztowy;Medium;Nowy Targ - wpisano ul. Jana Pawła II, ale kod pocztowy z rondo Jana Pawła II;Jana Pawła II;;Nowy Targ;34-400;InVerification;Jana Pawła II;;Nowy Targ;34-400;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Nowy Targ: ul. vs rondo Jana Pawła II mają różne SYM_UL;RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-332;Błędna kombinacja;Kod pocztowy;Medium;Nowy Targ - wpisano ul. Krasińskiego, ale kod pocztowy z pl. Krasińskiego;Krasińskiego;;Nowy Targ;34-400;InVerification;Krasińskiego;Zygmunta;Nowy Targ;34-400;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Nowy Targ: ul. vs pl. Krasińskiego mają różne SYM_UL;RYZYKO: Może przypisać do pl. zamiast ul. jeśli kod pasuje do placu
TC-333;Błędna kombinacja;Kod pocztowy;Medium;Pruszków - wpisano ul. Kościuszki, ale kod pocztowy z park Kościuszki;Kościuszki;;Pruszków;05-800;InVerification;Kościuszki;Tadeusza;Pruszków;05-800;MAZOWIECKIE;pruszkowski;Pruszków;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Pruszków: ul. vs park Kościuszki mają różne SYM_UL;RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-334;Błędna kombinacja;Kod pocztowy;Medium;Łowicz - wpisano ul. Broniewskiego, ale kod pocztowy z os. Broniewskiego;Broniewskiego;;Łowicz;99-400;InVerification;Broniewskiego;Władysława;Łowicz;99-400;ŁÓDZKIE;łowicki;Łowicz;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Łowicz: ul. vs os. Broniewskiego mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-335;Błędna kombinacja;Kod pocztowy;Medium;Łowicz - wpisano ul. Konopnickiej, ale kod pocztowy z os. Konopnickiej;Konopnickiej;;Łowicz;99-400;InVerification;Konopnickiej;Marii;Łowicz;99-400;ŁÓDZKIE;łowicki;Łowicz;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Łowicz: ul. vs os. Konopnickiej mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-336;Błędna kombinacja;Kod pocztowy;Medium;Łowicz - wpisano ul. Tkaczew, ale kod pocztowy z os. Tkaczew;Tkaczew;;Łowicz;99-400;InVerification;Tkaczew;;Łowicz;99-400;ŁÓDZKIE;łowicki;Łowicz;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Łowicz: ul. vs os. Tkaczew mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-337;Błędna kombinacja;Kod pocztowy;Medium;Łowicz - wpisano ul. Lament, ale kod pocztowy z skwer Lament;Lament;;Łowicz;99-400;InVerification;Lament;Błogosławionej Bolesławy;Łowicz;99-400;ŁÓDZKIE;łowicki;Łowicz;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Łowicz: ul. vs skwer Lament mają różne SYM_UL;RYZYKO: Może przypisać do skwer zamiast ul. jeśli kod pasuje do skweru
TC-338;Błędna kombinacja;Kod pocztowy;Medium;Koluszki - wpisano ul. Czarneckiego, ale kod pocztowy z os. Czarneckiego;Czarneckiego;;Koluszki;95-040;InVerification;Czarneckiego;;Koluszki;95-040;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Koluszki: ul. vs os. Czarneckiego mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-339;Błędna kombinacja;Kod pocztowy;Medium;Koluszki - wpisano ul. Głowackiego, ale kod pocztowy z os. Głowackiego;Głowackiego;;Koluszki;95-040;InVerification;Głowackiego;;Koluszki;95-040;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Koluszki: ul. vs os. Głowackiego mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-340;Błędna kombinacja;Kod pocztowy;Medium;Koluszki - wpisano ul. Piłsudskiego, ale kod pocztowy z pl. Piłsudskiego;Piłsudskiego;;Koluszki;95-040;InVerification;Piłsudskiego;Marszałka Józefa;Koluszki;95-040;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Koluszki: ul. vs pl. Piłsudskiego mają różne SYM_UL;RYZYKO: Może przypisać do pl. zamiast ul. jeśli kod pasuje do placu
TC-341;Błędna kombinacja;Kod pocztowy;Low;Wieruszów - wpisano ul. Fabryczna, ale kod pocztowy z os. Fabryczna;Fabryczna;;Wieruszów;98-400;InVerification;Fabryczna;;Wieruszów;98-400;ŁÓDZKIE;wieruszowski;Wieruszów;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Wieruszów: ul. vs os. Fabryczna mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-342;Błędna kombinacja;Kod pocztowy;Low;Wieruszów - wpisano ul. Warszawska, ale kod pocztowy z os. Warszawska;Warszawska;;Wieruszów;98-400;InVerification;Warszawska;;Wieruszów;98-400;ŁÓDZKIE;wieruszowski;Wieruszów;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Wieruszów: ul. vs os. Warszawska mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-343;Błędna kombinacja;Kod pocztowy;Low;Wieruszów - wpisano ul. Waryńskiego, ale kod pocztowy z os. Waryńskiego;Waryńskiego;;Wieruszów;98-400;InVerification;Waryńskiego;Ludwika;Wieruszów;98-400;ŁÓDZKIE;wieruszowski;Wieruszów;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Wieruszów: ul. vs os. Waryńskiego mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-344;Błędna kombinacja;Kod pocztowy;Low;Wieluń - wpisano ul. Stodolniana, ale kod pocztowy z os. Stodolniana;Stodolniana;;Wieluń;98-300;InVerification;Stodolniana;;Wieluń;98-300;ŁÓDZKIE;wieluński;Wieluń;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Wieluń: ul. vs os. Stodolniana mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-345;Błędna kombinacja;Kod pocztowy;Low;Chełmno - wpisano ul. Nad Browiną, ale kod pocztowy z os. Nad Browiną;Nad Browiną;;Chełmno;86-200;InVerification;Nad Browiną;;Chełmno;86-200;KUJAWSKO-POMORSKIE;chełmiński;Chełmno;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Chełmno: ul. vs os. Nad Browiną mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-346;Błędna kombinacja;Kod pocztowy;Low;Inowrocław - wpisano ul. Okrężek, ale kod pocztowy z os. Okrężek;Okrężek;;Inowrocław;88-100;InVerification;Okrężek;;Inowrocław;88-100;KUJAWSKO-POMORSKIE;inowrocławski;Inowrocław;<0.5;<0.9;<0.3;<0.5;;false;Dane z powtorzenia - Inowrocław: ul. vs os. Okrężek mają różne SYM_UL;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
