"NAZWA_WOJ";"NAZWA_POW";"NAZWA_GMI";"NAZWA_MIEJSCOWOSCI";"SYM_UL";"CECHA";"NAZWA_1";"NAZWA_2";"PASUJACA_CECHA"
"ŁÓDZKIE";"sieradzki";"Sieradz";"Sieradz";"19252";"";"Rynek";"";"rynek"
"OPOLSKIE";"oleski";"Gorzów Śląski";"Gorzów Śląski";"19253";"ul.";"Rynek";"";"rynek"
"OPOLSKIE";"oleski";"Olesno";"Olesno";"19253";"ul.";"Rynek";"";"rynek"
"DOLNOŚLĄSKIE";"Legnica";"Legnica";"Legnica";"38182";"";"Rondo Bitwy Legnickiej 1241 r.";"";"rondo"
"MAZOWIECKIE";"nowodworski";"Nasielsk";"Nasielsk";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"ostrołęcki";"Goworowo";"Goworowo";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"białobrzeski";"Promna";"Przybyszew";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"ciechanowski";"Gołymin-Ośrodek";"Gołymin-Ośrodek";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"garwoliński";"Miastków Kościelny";"Miastków Kościelny";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"garwoliński";"Parysów";"Parysów";"19253";"ul.";"Rynek";"";"rynek"
"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Stare Miasto";"Wrocław";"19252";"";"Rynek";"";"rynek"
"MAZOWIECKIE";"ostrowski";"Andrzejewo";"Andrzejewo";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"ostrowski";"Nur";"Nur";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"ostrowski";"Zaręby Kościelne";"Zaręby Kościelne";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"wyszkowski";"Wyszków";"Kamieńczyk";"29789";"ul.";"Rynek Tadeusza Kościuszki";"";"rynek"
"MAZOWIECKIE";"piaseczyński";"Konstancin-Jeziorna";"Czarnów";"38125";"ul.";"Rynek Czarnowski";"";"rynek"
"OPOLSKIE";"opolski";"Niemodlin";"Niemodlin";"19253";"ul.";"Rynek";"";"rynek"
"OPOLSKIE";"opolski";"Popielów";"Karłowice";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"garwoliński";"Sobolew";"Sobolew";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"garwoliński";"Żelechów";"Żelechów";"19253";"ul.";"Rynek";"";"rynek"
"OPOLSKIE";"prudnicki";"Biała";"Biała";"19252";"";"Rynek";"";"rynek"
"OPOLSKIE";"prudnicki";"Głogówek";"Głogówek";"19252";"";"Rynek";"";"rynek"
"MAZOWIECKIE";"Warszawa";"Wawer";"Warszawa";"37745";"ul.";"Droga Golfowa";"";"droga"
"MAZOWIECKIE";"Warszawa";"Wola";"Warszawa";"31375";"";"Park im. Edwarda Szymańskiego";"";"park"
"OPOLSKIE";"brzeski";"Brzeg";"Brzeg";"19252";"";"Rynek";"";"rynek"
"OPOLSKIE";"brzeski";"Grodków";"Grodków";"19252";"";"Rynek";"";"rynek"
"OPOLSKIE";"głubczycki";"Baborów";"Baborów";"19252";"";"Rynek";"";"rynek"
"OPOLSKIE";"głubczycki";"Głubczyce";"Głubczyce";"19252";"";"Rynek";"";"rynek"
"MAZOWIECKIE";"nowodworski";"Leoncin";"Wincentówek";"04218";"ul.";"Droga Kościelna";"";"droga"
"MAZOWIECKIE";"otwocki";"Kołbiel";"Kołbiel";"19253";"ul.";"Rynek";"";"rynek"
"OPOLSKIE";"głubczycki";"Kietrz";"Nowa Cerekwia";"19252";"";"Rynek";"";"rynek"
"MAZOWIECKIE";"pruszkowski";"Raszyn";"Falenty Nowe";"32374";"os.";"Park Hrabski";"";"park"
"MAZOWIECKIE";"pruszkowski";"Raszyn";"Dawidy Bankowe";"04214";"ul.";"Droga Hrabska";"";"droga"
"MAZOWIECKIE";"pruszkowski";"Raszyn";"Falenty";"04214";"ul.";"Droga Hrabska";"";"droga"
"MAZOWIECKIE";"pruszkowski";"Raszyn";"Łady";"04214";"ul.";"Droga Hrabska";"";"droga"
"MAZOWIECKIE";"pruszkowski";"Raszyn";"Falenty Nowe";"04214";"ul.";"Droga Hrabska";"";"droga"
"MAZOWIECKIE";"przasnyski";"Przasnysz";"Przasnysz";"19253";"ul.";"Rynek";"";"rynek"
"OPOLSKIE";"prudnicki";"Prudnik";"Prudnik";"19252";"";"Rynek";"";"rynek"
"MAZOWIECKIE";"pułtuski";"Pułtusk";"Pułtusk";"19253";"ul.";"Rynek";"";"rynek"
"OPOLSKIE";"strzelecki";"Leśnica";"Góra Świętej Anny";"19252";"";"Rynek";"";"rynek"
"OPOLSKIE";"głubczycki";"Kietrz";"Kietrz";"36863";"pl.";"Skwer Sybiraków";"";"skwer"
"OPOLSKIE";"głubczycki";"Kietrz";"Pilszcz";"37052";"pl.";"Skwer Roberta Schumana";"";"skwer"
"OPOLSKIE";"kędzierzyńsko-kozielski";"Kędzierzyn-Koźle";"Kędzierzyn-Koźle";"19253";"ul.";"Rynek";"";"rynek"
"OPOLSKIE";"kluczborski";"Byczyna";"Byczyna";"19252";"";"Rynek";"";"rynek"
"OPOLSKIE";"kluczborski";"Wołczyn";"Wołczyn";"19252";"";"Rynek";"";"rynek"
"OPOLSKIE";"kędzierzyńsko-kozielski";"Polska Cerekiew";"Polska Cerekiew";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"grójecki";"Goszczyn";"Goszczyn";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"dębicki";"Dębica";"Dębica";"18852";"ul.";"Rondo";"";"rondo"
"PODKARPACKIE";"jarosławski";"Jarosław";"Jarosław";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"jarosławski";"Radymno";"Radymno";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"jasielski";"Nowy Żmigród";"Nowy Żmigród";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"przeworski";"Sieniawa";"Sieniawa";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"ropczycko-sędziszowski";"Sędziszów Małopolski";"Sędziszów Małopolski";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"rzeszowski";"Dynów";"Dynów";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"rzeszowski";"Głogów Małopolski";"Głogów Małopolski";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"rzeszowski";"Tyczyn";"Tyczyn";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"sanocki";"Sanok";"Sanok";"19252";"";"Rynek";"";"rynek"
"PODKARPACKIE";"stalowowolski";"Stalowa Wola";"Stalowa Wola";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"grójecki";"Mogielnica";"Mogielnica";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"garwoliński";"Wilga";"Osiedle Wilga";"30516";"ul.";"Droga Księżycowa";"";"droga"
"PODKARPACKIE";"strzyżowski";"Czudec";"Czudec";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"tarnobrzeski";"Baranów Sandomierski";"Baranów Sandomierski";"19253";"ul.";"Rynek";"";"rynek"
"KUJAWSKO-POMORSKIE";"aleksandrowski";"Nieszawa";"Nieszawa";"05432";"ul.";"Droga Gdańska";"";"droga"
"PODKARPACKIE";"Tarnobrzeg";"Tarnobrzeg";"Tarnobrzeg";"37828";"";"Rondo Solidarności";"";"rondo"
"OPOLSKIE";"Opole";"Opole";"Opole";"37566";"pl.";"Rondo Ronalda Reagana";"";"rondo"
"PODKARPACKIE";"kolbuszowski";"Raniżów";"Raniżów";"19252";"";"Rynek";"";"rynek"
"PODKARPACKIE";"krośnieński";"Jedlicze";"Jedlicze";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"krośnieński";"Korczyna";"Korczyna";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"leżajski";"Leżajsk";"Leżajsk";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"lubaczowski";"Lubaczów";"Lubaczów";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"lubaczowski";"Cieszanów";"Cieszanów";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"lubaczowski";"Narol";"Narol";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"lubaczowski";"Narol";"Lipsko";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"lubaczowski";"Oleszyce";"Oleszyce";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"lubaczowski";"Wielkie Oczy";"Wielkie Oczy";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"łańcucki";"Łańcut";"Łańcut";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"łańcucki";"Żołynia";"Żołynia";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"mielecki";"Mielec";"Mielec";"19275";"ul.";"Rynek Rzochowski";"";"rynek"
"POMORSKIE";"chojnicki";"Chojnice";"Charzykowy";"04205";"ul.";"Droga do Chojniczek";"";"droga"
"POMORSKIE";"chojnicki";"Chojnice";"Charzykowy";"04231";"ul.";"Droga pod Strzechę";"";"droga"
"POMORSKIE";"chojnicki";"Chojnice";"Krojanty";"28020";"ul.";"Droga pod Lasem";"";"droga"
"PODKARPACKIE";"Przemyśl";"Przemyśl";"Przemyśl";"19252";"";"Rynek";"";"rynek"
"PODLASKIE";"augustowski";"Lipsk";"Lipsk";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"radomski";"Iłża";"Iłża";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"radomski";"Jedlińsk";"Jedlińsk";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"radomski";"Skaryszew";"Skaryszew";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"siedlecki";"Mokobody";"Niwiski";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"radomski";"Wolanów";"Wolanów";"19252";"";"Rynek";"";"rynek"
"MAZOWIECKIE";"siedlecki";"Zbuczyn";"Zbuczyn";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"mielecki";"Mielec";"Mielec";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"niżański";"Krzeszów";"Krzeszów";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"niżański";"Rudnik nad Sanem";"Rudnik nad Sanem";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"niżański";"Nisko";"Nisko";"18852";"ul.";"Rondo";"";"rondo"
"MAZOWIECKIE";"sochaczewski";"Iłów";"Iłów";"19277";"ul.";"Rynek Staromiejski";"";"rynek"
"PODKARPACKIE";"niżański";"Ulanów";"Ulanów";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"przeworski";"Kańczuga";"Kańczuga";"19253";"ul.";"Rynek";"";"rynek"
"POMORSKIE";"Sopot";"Sopot";"Sopot";"33949";"";"Park Północny";"";"park"
"PODLASKIE";"białostocki";"Zabłudów";"Zabłudów";"19253";"ul.";"Rynek";"";"rynek"
"PODLASKIE";"bielski";"Brańsk";"Brańsk";"19253";"ul.";"Rynek";"";"rynek"
"PODLASKIE";"białostocki";"Suraż";"Suraż";"19267";"ul.";"Rynek Kościelny";"";"rynek"
"MAZOWIECKIE";"szydłowiecki";"Szydłowiec";"Szydłowiec";"19280";"pl.";"Rynek Wielki";"";"rynek"
"MAZOWIECKIE";"warszawski zachodni";"Ożarów Mazowiecki";"Ożarów Mazowiecki";"15697";"";"Park";"";"park"
"OPOLSKIE";"kędzierzyńsko-kozielski";"Kędzierzyn-Koźle";"Kędzierzyn-Koźle";"25080";"ul.";"Wyspa";"";"wyspa"
"MAZOWIECKIE";"warszawski zachodni";"Błonie";"Błonie";"19252";"";"Rynek";"";"rynek"
"MAZOWIECKIE";"Warszawa";"Bemowo";"Warszawa";"31371";"";"Park Leśny Bemowo";"";"park"
"OPOLSKIE";"krapkowicki";"Krapkowice";"Krapkowice";"19252";"";"Rynek";"";"rynek"
"OPOLSKIE";"namysłowski";"Namysłów";"Namysłów";"19252";"";"Rynek";"";"rynek"
"OPOLSKIE";"nyski";"Korfantów";"Ścinawa Mała";"19252";"";"Rynek";"";"rynek"
"POMORSKIE";"człuchowski";"Człuchów";"Człuchów";"19253";"ul.";"Rynek";"";"rynek"
"POMORSKIE";"człuchowski";"Debrzno";"Debrzno";"19253";"ul.";"Rynek";"";"rynek"
"POMORSKIE";"gdański";"Pruszcz Gdański";"Rokitnica";"04235";"ul.";"Droga Słowackiego";"";"droga"
"POMORSKIE";"kartuski";"Sierakowice";"Sierakowice";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"Przemyśl";"Przemyśl";"Przemyśl";"04215";"ul.";"Droga Hurecka";"";"droga"
"PODLASKIE";"łomżyński";"Nowogród";"Nowogród";"19253";"ul.";"Rynek";"";"rynek"
"PODLASKIE";"łomżyński";"Śniadowo";"Śniadowo";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"bieruńsko-lędziński";"Bieruń";"Bieruń";"19252";"";"Rynek";"";"rynek"
"ŚLĄSKIE";"będziński";"Siewierz";"Siewierz";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"będziński";"Sławków";"Sławków";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"wodzisławski";"Wodzisław Śląski";"Wodzisław Śląski";"19253";"ul.";"Rynek";"";"rynek"
"OPOLSKIE";"nyski";"Nysa";"Nysa";"19252";"";"Rynek";"";"rynek"
"OPOLSKIE";"nyski";"Otmuchów";"Otmuchów";"19252";"";"Rynek";"";"rynek"
"OPOLSKIE";"nyski";"Paczków";"Paczków";"19252";"";"Rynek";"";"rynek"
"ŚLĄSKIE";"gliwicki";"Toszek";"Toszek";"19252";"";"Rynek";"";"rynek"
"ŚLĄSKIE";"lubliniecki";"Lubliniec";"Lubliniec";"15701";"ul.";"Park Leśny";"";"park"
"ŚLĄSKIE";"Gliwice";"Gliwice";"Gliwice";"19252";"";"Rynek";"";"rynek"
"PODLASKIE";"białostocki";"Choroszcz";"Choroszcz";"30976";"ul.";"Rynek 11 Listopada";"";"rynek"
"POMORSKIE";"kartuski";"Somonino";"Ostrzyce";"30620";"ul.";"Droga Kaszubska";"";"droga"
"POMORSKIE";"kościerski";"Kościerzyna";"Kościerzyna";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"zawierciański";"Zawiercie";"Zawiercie";"19253";"ul.";"Rynek";"";"rynek"
"PODLASKIE";"moniecki";"Jasionówka";"Jasionówka";"19253";"ul.";"Rynek";"";"rynek"
"PODLASKIE";"moniecki";"Knyszyn";"Knyszyn";"19253";"ul.";"Rynek";"";"rynek"
"PODLASKIE";"sokólski";"Korycin";"Korycin";"19253";"ul.";"Rynek";"";"rynek"
"PODLASKIE";"sokólski";"Sidra";"Sidra";"19253";"ul.";"Rynek";"";"rynek"
"PODLASKIE";"wysokomazowiecki";"Nowe Piekuty";"Jabłoń Kościelna";"19267";"ul.";"Rynek Kościelny";"";"rynek"
"PODLASKIE";"wysokomazowiecki";"Sokoły";"Sokoły";"19271";"ul.";"Rynek Mickiewicza";"";"rynek"
"PODLASKIE";"suwalski";"Bakałarzewo";"Bakałarzewo";"19253";"ul.";"Rynek";"";"rynek"
"PODLASKIE";"suwalski";"Przerośl";"Przerośl";"19253";"ul.";"Rynek";"";"rynek"
"PODLASKIE";"suwalski";"Wiżajny";"Wiżajny";"19253";"ul.";"Rynek";"";"rynek"
"PODLASKIE";"zambrowski";"Rutki";"Rutki-Kossaki";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"19252";"";"Rynek";"";"rynek"
"ŚLĄSKIE";"Jaworzno";"Jaworzno";"Jaworzno";"38504";"";"Rynek Główny";"";"rynek"
"ŚLĄSKIE";"kłobucki";"Popów";"Wąsosz Górny";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"kłobucki";"Przystajń";"Przystajń";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"kłobucki";"Wręczyca Wielka";"Truskolasy";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"mikołowski";"Mikołów";"Mikołów";"19252";"";"Rynek";"";"rynek"
"ŚLĄSKIE";"lubliniecki";"Woźniki";"Woźniki";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"bielski";"Porąbka";"Porąbka";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"Rybnik";"Rybnik";"Rybnik";"19253";"ul.";"Rynek";"";"rynek"
"ŚWIĘTOKRZYSKIE";"konecki";"Stąporków";"Odrowąż";"19253";"ul.";"Rynek";"";"rynek"
"ŚWIĘTOKRZYSKIE";"opatowski";"Ożarów";"Gliniany";"19253";"ul.";"Rynek";"";"rynek"
"ŚWIĘTOKRZYSKIE";"opatowski";"Ożarów";"Lasocin";"19253";"ul.";"Rynek";"";"rynek"
"ŚWIĘTOKRZYSKIE";"opatowski";"Tarłów";"Tarłów";"19253";"ul.";"Rynek";"";"rynek"
"ŚWIĘTOKRZYSKIE";"ostrowiecki";"Ostrowiec Świętokrzyski";"Ostrowiec Świętokrzyski";"19253";"ul.";"Rynek";"";"rynek"
"PODLASKIE";"wysokomazowiecki";"Sokoły";"Sokoły";"19268";"ul.";"Rynek Kościuszki";"";"rynek"
"ŚWIĘTOKRZYSKIE";"ostrowiecki";"Ćmielów";"Ćmielów";"19253";"ul.";"Rynek";"";"rynek"
"ŚWIĘTOKRZYSKIE";"ostrowiecki";"Waśniów";"Waśniów";"19253";"ul.";"Rynek";"";"rynek"
"ŚWIĘTOKRZYSKIE";"sandomierski";"Sandomierz";"Sandomierz";"19253";"ul.";"Rynek";"";"rynek"
"ŚWIĘTOKRZYSKIE";"sandomierski";"Koprzywnica";"Koprzywnica";"19253";"ul.";"Rynek";"";"rynek"
"ŚWIĘTOKRZYSKIE";"skarżyski";"Skarżysko-Kamienna";"Skarżysko-Kamienna";"19253";"ul.";"Rynek";"";"rynek"
"ŚWIĘTOKRZYSKIE";"ostrowiecki";"Ostrowiec Świętokrzyski";"Ostrowiec Świętokrzyski";"19255";"ul.";"Rynek Denkowski";"";"rynek"
"POMORSKIE";"kwidzyński";"Prabuty";"Prabuty";"19253";"ul.";"Rynek";"";"rynek"
"POMORSKIE";"nowodworski";"Nowy Dwór Gdański";"Nowy Dwór Gdański";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"zawierciański";"Żarnowiec";"Żarnowiec";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"żywiecki";"Żywiec";"Żywiec";"19252";"";"Rynek";"";"rynek"
"ŚWIĘTOKRZYSKIE";"starachowicki";"Starachowice";"Starachowice";"19251";"pl.";"Rynek";"";"rynek"
"ŚLĄSKIE";"żywiecki";"Jeleśnia";"Jeleśnia";"19253";"ul.";"Rynek";"";"rynek"
"ŚWIĘTOKRZYSKIE";"staszowski";"Osiek";"Osiek";"19253";"ul.";"Rynek";"";"rynek"
"ŚWIĘTOKRZYSKIE";"staszowski";"Staszów";"Staszów";"19253";"ul.";"Rynek";"";"rynek"
"ŚWIĘTOKRZYSKIE";"staszowski";"Staszów";"Kurozwęki";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"mikołowski";"Orzesze";"Orzesze";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"Jaworzno";"Jaworzno";"Jaworzno";"19269";"";"Rynek Mały";"";"rynek"
"ŚLĄSKIE";"myszkowski";"Myszków";"Myszków";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"myszkowski";"Koziegłowy";"Koziegłówki";"19253";"ul.";"Rynek";"";"rynek"
"WARMIŃSKO-MAZURSKIE";"szczycieński";"Pasym";"Pasym";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"Sosnowiec";"Sosnowiec";"Sosnowiec";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"cieszyński";"Cieszyn";"Cieszyn";"19252";"";"Rynek";"";"rynek"
"ŚLĄSKIE";"cieszyński";"Ustroń";"Ustroń";"19252";"";"Rynek";"";"rynek"
"WARMIŃSKO-MAZURSKIE";"braniewski";"Frombork";"Frombork";"19253";"ul.";"Rynek";"";"rynek"
"WARMIŃSKO-MAZURSKIE";"braniewski";"Pieniężno";"Pieniężno";"19253";"ul.";"Rynek";"";"rynek"
"WARMIŃSKO-MAZURSKIE";"braniewski";"Pieniężno";"Pieniężno";"15697";"";"Park";"";"park"
"WARMIŃSKO-MAZURSKIE";"elbląski";"Młynary";"Młynary";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"cieszyński";"Skoczów";"Skoczów";"38154";"";"Park im. Edwarda Biszorskiego";"";"park"
"ŚLĄSKIE";"pszczyński";"Pszczyna";"Pszczyna";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"Tychy";"Tychy";"Tychy";"19252";"";"Rynek";"";"rynek"
"ŚLĄSKIE";"Żory";"Żory";"Żory";"19253";"ul.";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"chodzieski";"Szamocin";"Szamocin";"19253";"ul.";"Rynek";"";"rynek"
"WARMIŃSKO-MAZURSKIE";"iławski";"Lubawa";"Lubawa";"19253";"ul.";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"międzychodzki";"Międzychód";"Międzychód";"19252";"";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"międzychodzki";"Międzychód";"Kamionna";"19252";"";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"nowotomyski";"Opalenica";"Opalenica";"19252";"";"Rynek";"";"rynek"
"ŚLĄSKIE";"Bielsko-Biała";"Bielsko-Biała";"Bielsko-Biała";"18852";"ul.";"Rondo";"";"rondo"
"ŚLĄSKIE";"Bytom";"Bytom";"Bytom";"04238";"ul.";"Droga Tomasza";"";"droga"
"ŚWIĘTOKRZYSKIE";"jędrzejowski";"Sędziszów";"Sędziszów";"19253";"ul.";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"rawicki";"Jutrosin";"Jutrosin";"19252";"";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"rawicki";"Miejska Górka";"Miejska Górka";"19252";"";"Rynek";"";"rynek"
"ŚWIĘTOKRZYSKIE";"kielecki";"Bodzentyn";"Bodzentyn";"19258";"ul.";"Rynek Górny";"";"rynek"
"WIELKOPOLSKIE";"rawicki";"Rawicz";"Rawicz";"19252";"";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"obornicki";"Oborniki";"Oborniki";"04220";"ul.";"Droga Leśna";"";"droga"
"WIELKOPOLSKIE";"gnieźnieński";"Gniezno";"Gniezno";"19252";"";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"gnieźnieński";"Kiszkowo";"Kiszkowo";"19253";"ul.";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"gnieźnieński";"Witkowo";"Witkowo";"15700";"ul.";"Park Kościuszki";"";"park"
"WIELKOPOLSKIE";"gostyński";"Borek Wielkopolski";"Borek Wielkopolski";"19252";"";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"gostyński";"Gostyń";"Gostyń";"19252";"";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"gostyński";"Krobia";"Krobia";"19252";"";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"obornicki";"Oborniki";"Oborniki";"19252";"";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"ostrowski";"Odolanów";"Odolanów";"19252";"";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"ostrowski";"Ostrów Wielkopolski";"Ostrów Wielkopolski";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"raciborski";"Racibórz";"Racibórz";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"raciborski";"Krzanowice";"Krzanowice";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"Bytom";"Bytom";"Bytom";"04213";"ul.";"Droga Ewy";"";"droga"
"ŚLĄSKIE";"Bytom";"Bytom";"Bytom";"19252";"";"Rynek";"";"rynek"
"WARMIŃSKO-MAZURSKIE";"iławski";"Iława";"Iława";"38792";"";"Skwer Żeromskiego";"";"skwer"
"ŚLĄSKIE";"Częstochowa";"Częstochowa";"Częstochowa";"38298";"";"Park Narutowicza";"";"park"
"WARMIŃSKO-MAZURSKIE";"nowomiejski";"Biskupiec";"Biskupiec";"19253";"ul.";"Rynek";"";"rynek"
"WARMIŃSKO-MAZURSKIE";"nowomiejski";"Kurzętnik";"Kurzętnik";"19253";"ul.";"Rynek";"";"rynek"
"WARMIŃSKO-MAZURSKIE";"nowomiejski";"Nowe Miasto Lubawskie";"Nowe Miasto Lubawskie";"19252";"";"Rynek";"";"rynek"
"WARMIŃSKO-MAZURSKIE";"olsztyński";"Olsztynek";"Olsztynek";"19253";"ul.";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"szamotulski";"Ostroróg";"Ostroróg";"19252";"";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"słupecki";"Lądek";"Lądek";"19253";"ul.";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"szamotulski";"Pniewy";"Pniewy";"19252";"";"Rynek";"";"rynek"
"ŚLĄSKIE";"cieszyński";"Skoczów";"Skoczów";"19252";"";"Rynek";"";"rynek"
"ŚLĄSKIE";"cieszyński";"Strumień";"Strumień";"19252";"";"Rynek";"";"rynek"
"ŚLĄSKIE";"częstochowski";"Dąbrowa Zielona";"Cielętniki";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"rybnicki";"Czerwionka-Leszczyny";"Czerwionka-Leszczyny";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"tarnogórski";"Tarnowskie Góry";"Tarnowskie Góry";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"częstochowski";"Koniecpol";"Koniecpol";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"Częstochowa";"Częstochowa";"Częstochowa";"38307";"";"Rynek Wieluński";"";"rynek"
"ŚLĄSKIE";"Częstochowa";"Częstochowa";"Częstochowa";"38326";"";"Rondo Trzech Krzyży";"";"rondo"
"ŚLĄSKIE";"gliwicki";"Pyskowice";"Pyskowice";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"Częstochowa";"Częstochowa";"Częstochowa";"38316";"";"Skwer Junaków";"";"skwer"
"ŚLĄSKIE";"Częstochowa";"Częstochowa";"Częstochowa";"38297";"";"Park 3 Maja";"";"park"
"ZACHODNIOPOMORSKIE";"choszczeński";"Choszczno";"Choszczno";"19253";"ul.";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"gostyński";"Borek Wielkopolski";"Borek Wielkopolski";"04222";"ul.";"Droga Lisia";"";"droga"
"WIELKOPOLSKIE";"gostyński";"Piaski";"Piaski";"19252";"";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"gostyński";"Poniec";"Poniec";"19252";"";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"grodziski";"Wielichowo";"Wielichowo";"19252";"";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"jarociński";"Jarocin";"Jarocin";"19253";"ul.";"Rynek";"";"rynek"
