TC_ID;KATEGORIA;PRIORYTET;OPIS;REQUEST_streetName;REQUEST_buildingNumber;REQUEST_city;REQUEST_postalCode;EXPECTED_streetName;EXPECTED_buildingNumber;EXPECTED_city;EXPECTED_postalCode;EXPECTED_province;EXPECTED_district;EXPECTED_commune;EXPECTED_streetProbability;EXPECTED_cityProbability;EXPECTED_postalCodeProbability;EXPECTED_combinedProbability;UWAGI;RYZYKO_BLEDU
TC-065;Błędne dopasowanie;Medium;Brak numeru budynku może prowadzić do błędnego dopasowania;Lipowa;;Brodnica;87-300;ul. Lipowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;Brak numeru - może dopasować do innego miasta z ul. Lipową;RYZYKO: Może dopasować do innego miasta z ul. Lipową jeśli nie ma numeru do weryfikacji
TC-066;Błędne dopasowanie;Medium;Podobne nazwy ulic - może dopasować do złej;Marszałkowska;;Warszawa;00-001;ul. Marszałkowska;;Warszawa;00-001;MAZOWIECKIE;Warszawa;Warszawa;>0.9;>0.95;>0.9;>0.9;"Marszałkowska vs ""Marszałkowskiego"" - może dopasować do złej";RYZYKO: Może dopasować do ulicy o bardzo podobnej nazwie
TC-067;Błędne dopasowanie;Medium;Podobne nazwy - może dopasować do złej;Warszawska;;Wieruszów;98-400;ul. Warszawska;;Wieruszów;98-400;ŁÓDZKIE;wieruszowski;Wieruszów;>0.9;>0.9;>0.8;>0.9;Warszawska występuje w wielu miastach - może przypisać do złego;RYZYKO: Może przypisać do innego miasta z ul. Warszawską
TC-068;Błędne dopasowanie;Medium;Podobne nazwy - może dopasować do złej;Krakowska;;Brodnica;87-300;ul. Krakowska;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;Krakowska występuje w wielu miastach - może przypisać do złego;RYZYKO: Może przypisać do innego miasta z ul. Krakowską
TC-069;Błędne dopasowanie;Medium;Kolejowa - 1258 wystąpień w 1243 miejscowościach;Kolejowa;;Brodnica;87-300;ul. Kolejowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;Ulica Kolejowa występuje w 1243 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1242 innych miast z ul. Kolejową
TC-070;Błędne dopasowanie;Medium;Szkolna - 2411 wystąpień w 2299 miejscowościach;Szkolna;;Brodnica;87-300;ul. Szkolna;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;Ulica Szkolna występuje w 2299 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 2298 innych miast z ul. Szkolną
TC-071;Błędne dopasowanie;Medium;Brzozowa - 2144 wystąpień w 2055 miejscowościach;Brzozowa;;Brodnica;87-300;ul. Brzozowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;Ulica Brzozowa występuje w 2055 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 2054 innych miast z ul. Brzozową
TC-072;Błędne dopasowanie;Medium;Sosnowa - 2048 wystąpień w 1951 miejscowościach;Sosnowa;;Brodnica;87-300;ul. Sosnowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;Ulica Sosnowa występuje w 1951 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1950 innych miast z ul. Sosnową
TC-073;Błędne dopasowanie;Medium;Kwiatowa - 1859 wystąpień w 1794 miejscowościach;Kwiatowa;;Brodnica;87-300;ul. Kwiatowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;Ulica Kwiatowa występuje w 1794 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1793 innych miast z ul. Kwiatową
TC-074;Błędne dopasowanie;Medium;Łąkowa - 1854 wystąpień w 1794 miejscowościach;Łąkowa;;Brodnica;87-300;ul. Łąkowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;Ulica Łąkowa występuje w 1794 miejscowościach - bardzo wysokie ryzyko przypasania do złego miasta;RYZYKO: Może przypisać do jednego z 1793 innych miast z ul. Łąkową
TC-075;Błędne dopasowanie;Medium;Akacjowa - 1732 wystąpień w 1651 miejscowościach;Akacjowa;;Brodnica;87-300;ul. Akacjowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;Ulica Akacjowa występuje w 1651 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1650 innych miast z ul. Akacjową
TC-076;Błędne dopasowanie;Medium;Dąbowa - 1700 wystąpień w 1654 miejscowościach;Dąbowa;;Brodnica;87-300;ul. Dąbowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;Ulica Dąbowa występuje w 1654 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1653 innych miast z ul. Dąbową
TC-077;Błędne dopasowanie;Medium;Spacerowa - 1666 wystąpień w 1602 miejscowościach;Spacerowa;;Brodnica;87-300;ul. Spacerowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;Ulica Spacerowa występuje w 1602 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1601 innych miast z ul. Spacerową
TC-078;Błędne dopasowanie;Medium;Spokojna - 1653 wystąpień w 1607 miejscowościach;Spokojna;;Brodnica;87-300;ul. Spokojna;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;Ulica Spokojna występuje w 1607 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1606 innych miast z ul. Spokojną
TC-079;Błędne dopasowanie;Medium;Zielona - 1530 wystąpień w 1492 miejscowościach;Zielona;;Brodnica;87-300;ul. Zielona;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;Ulica Zielona występuje w 1492 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1491 innych miast z ul. Zieloną
TC-080;Błędne dopasowanie;Medium;Cicha - 1472 wystąpień w 1434 miejscowościach;Cicha;;Brodnica;87-300;ul. Cicha;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;Ulica Cicha występuje w 1434 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1433 innych miast z ul. Cichą
TC-081;Błędne dopasowanie;Medium;Sportowa - 1458 wystąpień w 1411 miejscowościach;Sportowa;;Brodnica;87-300;ul. Sportowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;Ulica Sportowa występuje w 1411 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1410 innych miast z ul. Sportową
TC-082;Błędne dopasowanie;Medium;Parkowa - 1457 wystąpień w 1420 miejscowościach;Parkowa;;Brodnica;87-300;ul. Parkowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;Ulica Parkowa występuje w 1420 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1419 innych miast z ul. Parkową
TC-083;Błędne dopasowanie;Medium;Klonowa - 1445 wystąpień w 1398 miejscowościach;Klonowa;;Brodnica;87-300;ul. Klonowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;Ulica Klonowa występuje w 1398 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1397 innych miast z ul. Klonową
TC-084;Błędne dopasowanie;Medium;Tomaszów Mazowiecki - Górna os. vs ul.;Górna;;Tomaszów Mazowiecki;97-200;os. Górna;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Górna;RYZYKO: Może automatycznie wybrać złą cechę
TC-085;Błędne dopasowanie;Medium;Koluszki - Czarneckiego os. vs ul.;Czarneckiego;;Koluszki;95-040;ul. Czarneckiego;;Koluszki;95-040;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Koluszki: os. vs ul. Czarneckiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-086;Błędne dopasowanie;Medium;Koluszki - Głowackiego os. vs ul.;Głowackiego;;Koluszki;95-040;ul. Głowackiego;;Koluszki;95-040;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Koluszki: os. vs ul. Głowackiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-087;Błędne dopasowanie;Medium;Koluszki - Listopada os. vs ul. z numerem;Listopada;;Koluszki;95-040;ul. Listopada;11;Koluszki;95-040;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Koluszki: os. vs ul. Listopada z numerem 11;RYZYKO: Może automatycznie wybrać złą cechę
TC-088;Błędne dopasowanie;Medium;Koluszki - Piłsudskiego ul. vs pl. z różnymi NAZWA_2;Piłsudskiego;;Koluszki;95-040;pl. Piłsudskiego Marszałka Józefa;;Koluszki;95-040;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Koluszki: ul. vs pl. Piłsudskiego z różnymi NAZWA_2;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-089;Błędne dopasowanie;Medium;Łowicz - Tkaczew os. vs ul.;Tkaczew;;Łowicz;99-400;ul. Tkaczew;;Łowicz;99-400;ŁÓDZKIE;łowicki;Łowicz;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łowicz: os. vs ul. Tkaczew;RYZYKO: Może automatycznie wybrać złą cechę
TC-090;Błędne dopasowanie;Medium;Łódź - Reymonta w 3 wariantach z bardzo różnymi NAZWA_2;Reymonta;;Łódź;90-001;pl. Reymonta Władysława Stanisława;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: pl. Władysława Stanisława vs ul. Władysława vs park im. Władysława;RYZYKO: Może dopasować do złego wariantu NAZWA_2 z powodu różnic w długości
TC-091;Błędne dopasowanie;Medium;Łódź - Dąbrowskiego w 3 wariantach z bardzo różnymi NAZWA_2;Dąbrowskiego;;Łódź;90-001;park Dąbrowskiego Jarosława;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: park Jarosława vs ul. gen. Jarosława vs pl. gen. Henryka;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (Jarosława vs gen. Jarosława vs gen. Henryka)
TC-092;Błędne dopasowanie;Medium;Łódź - Staszica z różnymi prefiksami w NAZWA_2;Staszica;;Łódź;90-001;ul. Staszica ks. Stanisława;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: park im. Stanisława vs ul. ks. Stanisława;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (im. vs ks.)
TC-093;Błędne dopasowanie;Medium;Łódź - Różyckiego z różnymi imionami w NAZWA_2;Różyckiego;;Łódź;90-001;ul. Różyckiego Ludomira;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: ul. Ludomira vs rondo Jerzego;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (Ludomira vs Jerzego)
TC-094;Błędne dopasowanie;Medium;Łódź - Głowackiego z różnymi imionami w NAZWA_2;Głowackiego;;Łódź;90-001;pl. Głowackiego Bartosza;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: pl. Bartosza vs ul. Wojciecha;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (Bartosza vs Wojciecha)
TC-095;Błędne dopasowanie;Medium;Łódź - Poniatowskiego z różnymi prefiksami w NAZWA_2;Poniatowskiego;;Łódź;90-001;park Poniatowskiego im. Józefa;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: park im. Józefa vs ul. Księcia Józefa;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (im. vs Księcia)
TC-096;Błędne dopasowanie;Medium;Łódź - Moniuszki z różnymi prefiksami w NAZWA_2;Moniuszki;;Łódź;90-000;park Moniuszki im. Stanisława;;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: park im. Stanisława vs ul. Stanisława;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (im. vs bez prefiksu)
TC-097;Błędne dopasowanie;Medium;Łódź - Struga z różnymi prefiksami w NAZWA_2;Struga;;Łódź;90-001;park Struga im. Andrzeja;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: park im. Andrzeja vs ul. Andrzeja;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (im. vs bez prefiksu) i/lub złej delegatury
TC-098;Błędne dopasowanie;Medium;Gorzów Wielkopolski - Sybiraków vs Sybiraków (różnica w pisowni);Sybiraków;;Gorzów Wielkopolski;66-400;rondo Sybiraków;;Gorzów Wielkopolski;66-400;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Gorzów: rondo Sybiraków vs ul. Sybiraków (różnica w pisowni);RYZYKO: Może dopasować do złego wariantu z powodu różnicy w pisowni
TC-099;Błędne dopasowanie;Medium;Wieluń - Stodolniana os. vs ul.;Stodolniana;;Wieluń;98-300;ul. Stodolniana;;Wieluń;98-300;ŁÓDZKIE;wieluński;Wieluń;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Wieluń: os. vs ul. Stodolniana;RYZYKO: Może automatycznie wybrać złą cechę
TC-100;Błędne dopasowanie;Medium;Wieruszów - Fabryczna os. vs ul.;Fabryczna;;Wieruszów;98-400;os. Fabryczna;;Wieruszów;98-400;ŁÓDZKIE;wieruszowski;Wieruszów;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Wieruszów: os. vs ul. Fabryczna;RYZYKO: Może automatycznie wybrać złą cechę
TC-101;Błędne dopasowanie;Medium;Wieruszów - Waryńskiego os. vs ul.;Waryńskiego;;Wieruszów;98-400;ul. Waryńskiego Ludwika;;Wieruszów;98-400;ŁÓDZKIE;wieruszowski;Wieruszów;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Wieruszów: os. vs ul. Waryńskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-102;Błędne dopasowanie;Medium;Chełmno - Nad Browiną os. vs ul.;Nad Browiną;;Chełmno;86-200;ul. Nad Browiną;;Chełmno;86-200;KUJAWSKO-POMORSKIE;chełmiński;Chełmno;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Chełmno: os. vs ul. Nad Browiną;RYZYKO: Może automatycznie wybrać złą cechę
TC-103;Błędne dopasowanie;Medium;Inowrocław - Okrężek os. vs ul.;Okrężek;;Inowrocław;88-100;os. Okrężek;;Inowrocław;88-100;KUJAWSKO-POMORSKIE;inowrocławski;Inowrocław;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Inowrocław: os. vs ul. Okrężek;RYZYKO: Może automatycznie wybrać złą cechę
TC-104;Błędne dopasowanie;Medium;Krościenko nad Dunajcem - Grotowskiego ul. vs park z różnymi NAZWA_2;Grotowskiego;;Krościenko nad Dunajcem;34-450;ul. Grotowskiego Władysława;;Krościenko nad Dunajcem;34-450;MAŁOPOLSKIE;nowotarski;Krościenko nad Dunajcem;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Krościenko: ul. Władysława vs park inż. Władysława;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-105;Błędne dopasowanie;Medium;Tomaszów Mazowiecki - Rodego park vs ul. z bardzo różnymi NAZWA_2;Rodego;;Tomaszów Mazowiecki;97-200;park Rodego im.;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Tomaszów Mazowiecki: park im. vs ul. Doktora Jana Serafina;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-106;Błędne dopasowanie;Medium;Tomaszów Mazowiecki - Hubala os. vs ul. z różnymi NAZWA_2;Hubala;;Tomaszów Mazowiecki;97-200;os. Hubala mjr;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Tomaszów Mazowiecki: os. mjr. vs ul. mjra;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-107;Błędne dopasowanie;Medium;Tomaszów Mazowiecki - Tuwima ul. vs rondo z różnymi NAZWA_2;Tuwima;;Tomaszów Mazowiecki;97-200;ul. Tuwima Juliana;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Tomaszów Mazowiecki: ul. Juliana vs rondo im. Juliana;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-108;Błędne dopasowanie;Medium;Tomaszów Mazowiecki - Zapiecek os. vs ul.;Zapiecek;;Tomaszów Mazowiecki;97-200;ul. Zapiecek;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Zapiecek;RYZYKO: Może automatycznie wybrać złą cechę
TC-109;Błędne dopasowanie;Medium;Dodatkowe białe znaki mogą prowadzić do błędnego dopasowania;  Lipowa  ;15;  Brodnica  ;87-300;ul. Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.9;>0.9;Dodatkowe spacje - może dopasować do innego miasta jeśli nie są usunięte;RYZYKO: Może nie dopasować lub dopasować do złego jeśli białe znaki nie są obsłużone
TC-110;Błędne dopasowanie;Medium;Błąd w pisowni miasta - może dopasować do złego;Lipowa;;Brodnic;87-300;ul. Lipowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.85;>0.85;>0.8;>0.85;Brak 'a' w nazwie - może dopasować do innego miasta;"RYZYKO: Może dopasować do miasta zaczynającego się na ""Brodnic"""
TC-111;Błędne dopasowanie;Medium;Błąd w pisowni ulicy - może dopasować do złej;Lipow;15;Brodnica;87-300;ul. Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.85;>0.85;>0.8;>0.85;Brak 'a' w nazwie ulicy - może dopasować do innej ulicy;"RYZYKO: Może dopasować do ulicy ""Lipow"" jeśli istnieje"
TC-112;Błędne dopasowanie;Medium;Błąd w pisowni - może dopasować do podobnej ulicy;Marszałkowska;;Warszawa;00-001;ul. Marszałkowska;;Warszawa;00-001;MAZOWIECKIE;Warszawa;Warszawa;>0.9;>0.95;>0.9;>0.9;"Może dopasować do ""Marszałkowska"" zamiast ""Marszałkowska"" (różnica w literze)";RYZYKO: Może przypisać do ulicy o bardzo podobnej nazwie
TC-113;Błędne dopasowanie;Medium;Wielkość liter może prowadzić do błędnego dopasowania;LIPOWA;15;Brodnica;87-300;ul. Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.9;>0.9;Wszystkie wielkie litery - może dopasować do innego miasta jeśli case-sensitive;RYZYKO: Może nie dopasować lub dopasować do złego jeśli case-sensitive
TC-114;Błędne dopasowanie;Medium;Łódź - przypisanie do złej delegatury (Górna vs Polesie vs Śródmieście);Jana Pawła II;;Łódź;90-001;ul. Jana Pawła II;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: al. w Górna i Polesie, pl. w Śródmieście;RYZYKO: Może przypisać do złej delegatury jeśli nie ma dodatkowych danych
TC-115;Błędne dopasowanie;Medium;Łódź - przypisanie do złej delegatury dla ul. Struga;Struga;;Łódź;90-001;park Struga Andrzeja;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: ul. Struga w Polesie i Śródmieście;RYZYKO: Może przypisać do złej delegatury (Polesie vs Śródmieście)
TC-116;Błędne dopasowanie;Medium;Łódź - przypisanie do złej delegatury dla ul. Legionów;Legionów;;Łódź;90-001;ul. Legionów;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: ul. Legionów w Polesie i Śródmieście;RYZYKO: Może przypisać do złej delegatury (Polesie vs Śródmieście)
TC-117;Błędne dopasowanie;Medium;Łódź - przypisanie do złej delegatury dla al. Piłsudskiego;Piłsudskiego;;Łódź;90-001;al. Piłsudskiego marsz. Józefa;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: al. Piłsudskiego w Śródmieście i Widzew;RYZYKO: Może przypisać do złej delegatury (Śródmieście vs Widzew)
TC-118;Błędne dopasowanie;Medium;Nazwa z liczbą może być źle zinterpretowana;700-lecia;;Brodnica;87-300;ul. 700-lecia;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.95;>0.9;>0.9;"Nazwa ""700-lecia"" - może być źle zinterpretowana jako data lub numer";"RYZYKO: Może dopasować do ulicy ""700"" lub ""lecia"" osobno"
TC-119;Błędne dopasowanie;Medium;Nazwa z liczbą rzymską może być źle zinterpretowana;3 Maja;;Bolesławiec;59-700;ul. Konstytucji 3 Maja;;Bolesławiec;59-700;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;>0.8;>0.9;>0.8;>0.8;"3 Maja vs ""Konstytucji 3 Maja"" - może dopasować do złej ulicy";"RYZYKO: Może dopasować do ""Konstytucji 3 Maja"" zamiast ""3 Maja"" lub odwrotnie"
TC-120;Błędne dopasowanie;Medium;Algorytm podobieństwa może dopasować do złego;Lipow;15;Brodnica;87-300;ul. Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.85;>0.9;>0.8;>0.85;"Błąd w pisowni ""Lipow"" - algorytm podobieństwa może dopasować do złej ulicy";"RYZYKO: Może dopasować do ulicy ""Lipow"" jeśli istnieje, zamiast ""Lipowa"""
TC-121;Błędne dopasowanie;Medium;Algorytm podobieństwa może dopasować do złego miasta;Brodnic;15;Lipowa;87-300;ul. Brodnica;15;Lipowa;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.85;>0.8;>0.85;"Błąd w pisowni miasta ""Brodnic"" - może dopasować do innego miasta";"RYZYKO: Może dopasować do miasta zaczynającego się na ""Brodnic"""
TC-122;Błędne dopasowanie;Medium;Zbyt wysokie podobieństwo - może dopasować do złego;Marszałkowsk;15;Warszawa;00-001;ul. Marszałkowska;15;Warszawa;00-001;MAZOWIECKIE;Warszawa;Warszawa;>0.85;>0.95;>0.9;>0.9;"Brak 'a' w ""Marszałkowsk"" - może dopasować do innej ulicy o podobnej nazwie";"RYZYKO: Może dopasować do ulicy ""Marszałkowsk"" jeśli istnieje"
TC-123;Błędne dopasowanie;Medium;Polskie znaki mogą być źle zinterpretowane;Łąkowa;;Zakrzewo;87-700;ul. Łąkowa;;Zakrzewo;87-700;KUJAWSKO-POMORSKIE;aleksandrowski;Zakrzewo;>0.9;>0.9;>0.9;>0.9;"Łąkowa - może być źle zinterpretowana jako ""Lakowa"" bez znaku";"RYZYKO: Może dopasować do ulicy ""Lakowa"" jeśli istnieje (bez polskiego znaku)"
TC-124;Błędne dopasowanie;Medium;Skrót może być źle rozszyfrowany;PCK;;Brodnica;87-300;ul. PCK;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.95;>0.9;>0.9;Skrót PCK - może być źle rozszyfrowany jako inna ulica;"RYZYKO: Może dopasować do ulicy zawierającej ""PCK"" w innej formie"
TC-125;Błędne dopasowanie;Medium;Skrót ul. może być źle zinterpretowany;ul. Marszałkowska;;Warszawa;00-001;ul. Marszałkowska;;Warszawa;00-001;MAZOWIECKIE;Warszawa;Warszawa;>0.9;>0.95;>0.9;>0.9;ul. w nazwie ulicy - może być źle zinterpretowane;"RYZYKO: Może traktować ""ul."" jako część nazwy zamiast cechy"
TC-126;Błędne dopasowanie;Medium;Zbyt niski threshold - może dopasować do złego;Lipowa;15;Brodnica;87-300;ul. Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.9;>0.9;Jeśli threshold jest zbyt niski, może dopasować do innego miasta z ul. Lipową;RYZYKO: Może zaakceptować dopasowanie z niskim prawdopodobieństwem
TC-127;Błędne dopasowanie;Medium;Zbyt wysoki threshold - może odrzucić poprawne;Lipowa;15;Brodnica;87-300;ul. Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.9;>0.9;Jeśli threshold jest zbyt wysoki, może odrzucić poprawne dopasowanie;RYZYKO: Może odrzucić poprawne dopasowanie z powodu zbyt wysokiego progu
